"","ensembl_gene_id","hgnc_symbol"
"62141","ENSG00000282203","TRBV7-3"
"62142","ENSG00000282529","TRBV8-2"
"62143","ENSG00000282148","TRBV5-3"
"62144","ENSG00000282204","TRBV9"
"62145","ENSG00000282618","TRBV10-1"
"62146","ENSG00000282711","TRBV11-1"
"62147","ENSG00000282760","TRBV12-1"
"62148","ENSG00000282007","TRBV10-2"
"62149","ENSG00000282436","TRBV11-2"
"62150","ENSG00000282326","TRBV12-2"
"62151","ENSG00000277110","TRBV6-5"
"62152","ENSG00000282756","TRBV7-4"
"62153","ENSG00000282466","TRBV5-4"
"62154","ENSG00000282459","TRBV6-6"
"62155","ENSG00000282709","TRBV7-5"
"62156","ENSG00000282577","TRBV5-5"
"62157","ENSG00000282470","TRBV6-7"
"62158","ENSG00000282704","TRBV7-6"
"62159","ENSG00000282098","TRBV5-6"
"62160","ENSG00000282134","TRBV6-8"
"62161","ENSG00000282179","TRBV7-7"
"62162","ENSG00000282748","TRBV5-7"
"62163","ENSG00000282610",""
"62164","ENSG00000282040",""
"62165","ENSG00000282054",""
"62166","ENSG00000281943","TRBV7-9"
"62167","ENSG00000282407","TRBV13"
"62168","ENSG00000282340","TRBV10-3"
"62169","ENSG00000282242","TRBV11-3"
"62170","ENSG00000282208","TRBV12-3"
"62171","ENSG00000282354","TRBV12-4"
"62172","ENSG00000282605","TRBV12-5"
"62173","ENSG00000282252","TRBV14"
"62174","ENSG00000282497","TRBV15"
"62175","ENSG00000282415","TRBV16"
"62176","ENSG00000282483","TRBV17"
"62177","ENSG00000282771","TRBV18"
"62178","ENSG00000282621","TRBV19"
"62179","ENSG00000282064","TRBV20-1"
"62180","ENSG00000282462","TRBV21-1"
"62181","ENSG00000282036","TRBV22-1"
"62182","ENSG00000282449","TRBV23-1"
"62183","ENSG00000282730","TRBV24-1"
"62184","ENSG00000282017","MTRNR2L6"
"62185","ENSG00000281963","TRBV25-1"
"62186","ENSG00000281972","TRBVA"
"62187","ENSG00000281968","TRBV26"
"62188","ENSG00000282047","TRBVB"
"62189","ENSG00000282234","TRBV27"
"62190","ENSG00000282812","TRBV28"
"62191","ENSG00000282270","PGBD4P1"
"62192","ENSG00000282628","TRBV29-1"
"62193","ENSG00000274247","PRSS1"
"62194","ENSG00000282295","PRSS3P1"
"62195","ENSG00000282667","PRSS3P2"
"62196","ENSG00000282565",""
"62197","ENSG00000282049","PRSS2"
"62198","ENSG00000282492","WBP1LP1"
"62199","ENSG00000282253","TRBD1"
"62200","ENSG00000282078","TRBJ1-1"
"62201","ENSG00000281989","TRBJ1-2"
"62202","ENSG00000282500","TRBJ1-3"
"62203","ENSG00000282273","TRBJ1-4"
"62204","ENSG00000282215","TRBJ1-5"
"62205","ENSG00000281957","TRBJ1-6"
"62206","ENSG00000281981","TRBC1"
"62207","ENSG00000282488","TRBJ2-1"
"62208","ENSG00000282272","TRBJ2-2"
"62209","ENSG00000282589","TRBJ2-2P"
"62210","ENSG00000282371","TRBJ2-3"
"62211","ENSG00000282380","TRBJ2-4"
"62212","ENSG00000282820","TRBJ2-5"
"62213","ENSG00000282154","TRBJ2-6"
"62214","ENSG00000282392","TRBJ2-7"
"62215","ENSG00000276849","TRBC2"
"62216","ENSG00000282297","TRBV30"
"62217","ENSG00000275482","EPHB6"
"62218","ENSG00000276971","TRPV6"
"62219","ENSG00000282313",""
"62220","ENSG00000274348","TRPV5"
"62221","ENSG00000275821","LLCFC1"
"62222","ENSG00000276615","KEL"
"62223","ENSG00000273914","OR9A2"
"62224","ENSG00000282335","OR9P1P"
"62225","ENSG00000277378","OR6V1"
"62226","ENSG00000274360","OR6W1P"
"62227","ENSG00000282507",""
"62228","ENSG00000278728","CNTNAP2"
"62229","ENSG00000277205",""
"62230","ENSG00000274906",""
"62231","ENSG00000282044",""
"62232","ENSG00000281999",""
"62233","ENSG00000282734",""
"62234","ENSG00000281953",""
"62235","ENSG00000281997",""
"62236","ENSG00000282141",""
"62237","ENSG00000282152","DLGAP2"
"62238","ENSG00000282001","DLGAP2-AS1"
"62239","ENSG00000282395","LINC01606"
"62240","ENSG00000282061",""
"62241","ENSG00000282027",""
"62242","ENSG00000282106","LINC00588"
"62243","ENSG00000278101",""
"62244","ENSG00000282114","LINC00824"
"62245","ENSG00000282113",""
"62246","ENSG00000282472",""
"62247","ENSG00000282261",""
"62248","ENSG00000282428",""
"62249","ENSG00000282524",""
"62250","ENSG00000282619",""
"62251","ENSG00000278062","ZNF251"
"62252","ENSG00000282146",""
"62253","ENSG00000280677","FAM66B"
"62254","ENSG00000277802",""
"62255","ENSG00000281561",""
"62256","ENSG00000274195","ZNF705G"
"62257","ENSG00000276378","DEFB108C"
"62258","ENSG00000275444","DEFB4B"
"62259","ENSG00000282496","HSPD1P3"
"62260","ENSG00000273641","DEFB103B"
"62261","ENSG00000274405","SPAG11B"
"62262","ENSG00000277006","DEFB104B"
"62263","ENSG00000275794","DEFB106B"
"62264","ENSG00000274729","DEFB105B"
"62265","ENSG00000277530","DEFB107B"
"62266","ENSG00000274540","PRR23D1"
"62267","ENSG00000280471","FAM90A6P"
"62268","ENSG00000281040","FAM90A7P"
"62269","ENSG00000281150","FAM90A21P"
"62270","ENSG00000281407","FAM90A22P"
"62271","ENSG00000281862","FAM90A23P"
"62272","ENSG00000280960","OR7E157P"
"62273","ENSG00000280939",""
"62274","ENSG00000282684","ZC3H3"
"62275","ENSG00000277845","RN7SKP175"
"62276","ENSG00000278718","GSDMD"
"62277","ENSG00000277781","MROH6"
"62278","ENSG00000282613",""
"62279","ENSG00000278488","NAPRT"
"62280","ENSG00000282189",""
"62281","ENSG00000273594","EEF1D"
"62282","ENSG00000278016","TIGD5"
"62283","ENSG00000276657","PYCR3"
"62284","ENSG00000278243","TSTA3"
"62285","ENSG00000276340","ZNF623"
"62286","ENSG00000274352","ZNF707"
"62287","ENSG00000277126","LINC02878"
"62288","ENSG00000278749","CCDC166"
"62289","ENSG00000282538",""
"62290","ENSG00000274205","MAPK15"
"62291","ENSG00000282617",""
"62292","ENSG00000273889","FAM83H"
"62293","ENSG00000282685","FAM83H-AS1"
"62294","ENSG00000282519",""
"62295","ENSG00000274287","SCRIB"
"62296","ENSG00000274081","PUF60"
"62297","ENSG00000282347",""
"62298","ENSG00000282665","ERICH1"
"62299","ENSG00000282103",""
"62300","ENSG00000282245",""
"62301","ENSG00000282681","LY6E-DT"
"62302","ENSG00000278032","LY6E"
"62303","ENSG00000278812","C8orf31"
"62304","ENSG00000282669","AK3P2"
"62305","ENSG00000282683",""
"62306","ENSG00000282693","LY6L"
"62307","ENSG00000274488","LY6H"
"62308","ENSG00000274161","DLGAP2"
"62309","ENSG00000282643","DLGAP2-AS1"
"62310","ENSG00000282594","LINC01300"
"62311","ENSG00000282573",""
"62312","ENSG00000275181","GPR20"
"62313","ENSG00000275575","PTP4A3"
"62314","ENSG00000282181","MROH5"
"62315","ENSG00000282477",""
"62316","ENSG00000276275",""
"62317","ENSG00000282315","HNRNPA1P38"
"62318","ENSG00000282029",""
"62319","ENSG00000282515",""
"62320","ENSG00000282020",""
"62321","ENSG00000282318","DLGAP2"
"62322","ENSG00000282786",""
"62323","ENSG00000278220","CLN8"
"62324","ENSG00000282493",""
"62325","ENSG00000282481",""
"62326","ENSG00000274726","ARHGEF10"
"62327","ENSG00000282101",""
"62328","ENSG00000282405",""
"62329","ENSG00000282334",""
"62330","ENSG00000282053",""
"62331","ENSG00000273645","KBTBD11"
"62332","ENSG00000282260",""
"62333","ENSG00000282191",""
"62334","ENSG00000274137","MYOM2"
"62335","ENSG00000282484",""
"62336","ENSG00000282263",""
"62337","ENSG00000281936",""
"62338","ENSG00000282397",""
"62339","ENSG00000281980",""
"62340","ENSG00000282435",""
"62341","ENSG00000282661",""
"62342","ENSG00000282230","ADAM9"
"62343","ENSG00000275594","ADAM32"
"62344","ENSG00000282698","RPL3P10"
"62345","ENSG00000282490",""
"62346","ENSG00000282250",""
"62347","ENSG00000278548","ADAM18"
"62348","ENSG00000276286","ADAM2"
"62349","ENSG00000282680",""
"62350","ENSG00000282382",""
"62351","ENSG00000263127","RPL4P5"
"62352","ENSG00000280745",""
"62353","ENSG00000276497","APBA1"
"62354","ENSG00000274039",""
"62355","ENSG00000278608","MAMDC2"
"62356","ENSG00000277409","MAMDC2-AS1"
"62357","ENSG00000277517",""
"62358","ENSG00000274806",""
"62359","ENSG00000276374",""
"62360","ENSG00000278688",""
"62361","ENSG00000282008","GAPDHP26"
"62362","ENSG00000276539","PLPPR1"
"62363","ENSG00000282376",""
"62364","ENSG00000276714",""
"62365","ENSG00000282259",""
"62366","ENSG00000282406","TRMT112P4"
"62367","ENSG00000282159",""
"62368","ENSG00000276559","BAAT"
"62369","ENSG00000282345","FYTTD1P1"
"62370","ENSG00000280741","LINC00685"
"62371","ENSG00000276438","PPP2R3B"
"62372","ENSG00000280593",""
"62373","ENSG00000276895",""
"62374","ENSG00000280532",""
"62375","ENSG00000280935","FABP5P13"
"62376","ENSG00000280844","KRT18P53"
"62377","ENSG00000277800","TBX22"
"62378","ENSG00000273850","PPP2R3B"
"62379","ENSG00000280484",""
"62380","ENSG00000280769",""
"62381","ENSG00000280877","FABP5P13"
"62382","ENSG00000281050","KRT18P53"
"62383","ENSG00000278704",""
"62384","ENSG00000277400",""
"62385","ENSG00000274847","MAFIP"
"62386","ENSG00000277428",""
"62387","ENSG00000276256",""
"62388","ENSG00000278198",""
"62389","ENSG00000276932",""
"62390","ENSG00000273496",""
"62391","ENSG00000277630",""
"62392","ENSG00000278793",""
"62393","ENSG00000274202",""
"62394","ENSG00000278384",""
"62395","ENSG00000273748",""
"62396","ENSG00000276197",""
"62397","ENSG00000274917","RNA5-8SN5"
"62398","ENSG00000273937",""
"62399","ENSG00000273730",""
"62400","ENSG00000276711",""
"62401","ENSG00000278294",""
"62402","ENSG00000278457",""
"62403","ENSG00000271254",""
"62404","ENSG00000275405",""
"62405","ENSG00000275987",""
"62406","ENSG00000277475",""
"62407","ENSG00000268674",""
"62408","ENSG00000276345",""
"62409","ENSG00000273532",""
"62410","ENSG00000276351",""
"62411","ENSG00000275661",""
"62412","ENSG00000277856",""
"62413","ENSG00000275063",""
"62414","ENSG00000278673",""
"62415","ENSG00000277890",""
"62416","ENSG00000277666",""
"62417","ENSG00000276760",""
"62418","ENSG00000277927",""
"62419","ENSG00000275249",""
"62420","ENSG00000274792",""
"62421","ENSG00000276872",""
"62422","ENSG00000274175",""
"62423","ENSG00000273843",""
"62424","ENSG00000275869",""
"62425","ENSG00000278510",""
"62426","ENSG00000273554",""
"62427","ENSG00000278782",""
"62428","ENSG00000277761",""
"62429","ENSG00000277836",""
"62430","ENSG00000278633",""
"62431","ENSG00000278066",""
"62432","ENSG00000273739",""
"62433","ENSG00000276700","RNA5-8SN4"
"62434","ENSG00000276312",""
"62435","ENSG00000275757",""
"62436","ENSG00000278573",""
"62437","ENSG00000276017",""
"62438","ENSG00000278817",""
"62439","ENSG00000277196",""
"62440","ENSG00000278625",""
"62441","ENSG00000277374",""
"62442","ENSG00000228572",""
"62443","ENSG00000182378","PLCXD1"
"62444","ENSG00000178605","GTPBP6"
"62445","ENSG00000226179","LINC00685"
"62446","ENSG00000167393","PPP2R3B"
"62447","ENSG00000281849",""
"62448","ENSG00000275287",""
"62449","ENSG00000280767",""
"62450","ENSG00000234958","FABP5P13"
"62451","ENSG00000229232","KRT18P53"
"62452","ENSG00000185960","SHOX"
"62453","ENSG00000237531",""
"62454","ENSG00000225661","RPL14P5"
"62455","ENSG00000205755","CRLF2"
"62456","ENSG00000198223","CSF2RA"
"62457","ENSG00000265658","MIR3690"
"62458","ENSG00000223274","RNA5SP498"
"62459","ENSG00000185291","IL3RA"
"62460","ENSG00000169100","SLC25A6"
"62461","ENSG00000236871","LINC00106"
"62462","ENSG00000236017","ASMTL-AS1"
"62463","ENSG00000169093","ASMTL"
"62464","ENSG00000182162","P2RY8"
"62465","ENSG00000197976","AKAP17A"
"62466","ENSG00000196433","ASMT"
"62467","ENSG00000223511",""
"62468","ENSG00000234622",""
"62469","ENSG00000169084","DHRSX"
"62470","ENSG00000223571","DHRSX-IT1"
"62471","ENSG00000214717","ZBED1"
"62472","ENSG00000277120","MIR6089"
"62473","ENSG00000223773","CD99P1"
"62474","ENSG00000230542","LINC00102"
"62475","ENSG00000002586","CD99"
"62476","ENSG00000124343","XG"
"62477","ENSG00000056998","GYG2"
"62478","ENSG00000235483","GYG2-AS1"
"62479","ENSG00000006756","ARSD"
"62480","ENSG00000229851","ARSD-AS1"
"62481","ENSG00000157399","ARSL"
"62482","ENSG00000205667","ARSH"
"62483","ENSG00000062096","ARSF"
"62484","ENSG00000239228","RN7SL578P"
"62485","ENSG00000230249",""
"62486","ENSG00000228459","LINC01546"
"62487","ENSG00000101825","MXRA5"
"62488","ENSG00000213487","ASS1P4"
"62489","ENSG00000212214","SNORA48B"
"62490","ENSG00000207435","RNU6-114P"
"62491","ENSG00000183943","PRKX"
"62492","ENSG00000207332","RNU6-146P"
"62493","ENSG00000207320",""
"62494","ENSG00000236188","PRKX-AS1"
"62495","ENSG00000182888",""
"62496","ENSG00000285756",""
"62497","ENSG00000286431",""
"62498","ENSG00000225722",""
"62499","ENSG00000236513",""
"62500","ENSG00000235039","MTND6P12"
"62501","ENSG00000226313","MTCYBP12"
"62502","ENSG00000238193",""
"62503","ENSG00000201660",""
"62504","ENSG00000236120",""
"62505","ENSG00000146938","NLGN4X"
"62506","ENSG00000252291",""
"62507","ENSG00000265284","MIR4770"
"62508","ENSG00000237730",""
"62509","ENSG00000169059","VCX3A"
"62510","ENSG00000130021","PUDP"
"62511","ENSG00000237490","RPS27AP17"
"62512","ENSG00000228550",""
"62513","ENSG00000101846","STS"
"62514","ENSG00000264268","MIR4767"
"62515","ENSG00000279682",""
"62516","ENSG00000182583","VCX"
"62517","ENSG00000274923",""
"62518","ENSG00000006757","PNPLA4"
"62519","ENSG00000285679",""
"62520","ENSG00000207628","MIR651"
"62521","ENSG00000177504","VCX2"
"62522","ENSG00000205642","VCX3B"
"62523","ENSG00000287171",""
"62524","ENSG00000011201","ANOS1"
"62525","ENSG00000225574","DRAXINP1"
"62526","ENSG00000183304","FAM9A"
"62527","ENSG00000231619",""
"62528","ENSG00000229012",""
"62529","ENSG00000285896",""
"62530","ENSG00000225271",""
"62531","ENSG00000177138","FAM9B"
"62532","ENSG00000200852","RNA5SP499"
"62533","ENSG00000219870","BRK1P1"
"62534","ENSG00000228543",""
"62535","ENSG00000232111",""
"62536","ENSG00000282306",""
"62537","ENSG00000282501",""
"62538","ENSG00000282358",""
"62539","ENSG00000282668",""
"62540","ENSG00000282299",""
"62541","ENSG00000282697",""
"62542","ENSG00000282222",""
"62543","ENSG00000281955",""
"62544","ENSG00000281941",""
"62545","ENSG00000282300",""
"62546","ENSG00000101849","TBL1X"
"62547","ENSG00000101850","GPR143"
"62548","ENSG00000146950","SHROOM2"
"62549","ENSG00000215319","EIF5P1"
"62550","ENSG00000230326","HMGN1P33"
"62551","ENSG00000206844",""
"62552","ENSG00000234469","CLDN34"
"62553","ENSG00000047644","WWC3"
"62554","ENSG00000225076","WWC3-AS1"
"62555","ENSG00000202469",""
"62556","ENSG00000073464","CLCN4"
"62557","ENSG00000227042",""
"62558","ENSG00000101871","MID1"
"62559","ENSG00000207202","RNU6-800P"
"62560","ENSG00000234129",""
"62561","ENSG00000004961","HCCS"
"62562","ENSG00000207151",""
"62563","ENSG00000047648","ARHGAP6"
"62564","ENSG00000278218",""
"62565","ENSG00000275194",""
"62566","ENSG00000125363","AMELX"
"62567","ENSG00000263652","MIR548AX"
"62568","ENSG00000232392",""
"62569","ENSG00000282840",""
"62570","ENSG00000223418",""
"62571","ENSG00000005302","MSL3"
"62572","ENSG00000169933","FRMPD4"
"62573","ENSG00000206792",""
"62574","ENSG00000206795",""
"62575","ENSG00000223487","FRMPD4-AS1"
"62576","ENSG00000231211","RPL17P49"
"62577","ENSG00000273800",""
"62578","ENSG00000271814","RN7SKP290"
"62579","ENSG00000101911","PRPS2"
"62580","ENSG00000229083","PSMA6P2"
"62581","ENSG00000230691","MRPL35P4"
"62582","ENSG00000196664","TLR7"
"62583","ENSG00000233338","TLR8-AS1"
"62584","ENSG00000101916","TLR8"
"62585","ENSG00000205542","TMSB4X"
"62586","ENSG00000187268","FAM9C"
"62587","ENSG00000261030",""
"62588","ENSG00000235385","LINC02154"
"62589","ENSG00000231216",""
"62590","ENSG00000123594","ATXN3L"
"62591","ENSG00000235592",""
"62592","ENSG00000226985","LINC01203"
"62593","ENSG00000197582","GPX1P1"
"62594","ENSG00000198759","EGFL6"
"62595","ENSG00000233357","RPL30P15"
"62596","ENSG00000283493","MIR6086"
"62597","ENSG00000199622","RN7SKP20"
"62598","ENSG00000176896","TCEANC"
"62599","ENSG00000123595","RAB9A"
"62600","ENSG00000196459","TRAPPC2"
"62601","ENSG00000046651","OFD1"
"62602","ENSG00000046653","GPM6B"
"62603","ENSG00000233535",""
"62604","ENSG00000212663",""
"62605","ENSG00000046647","GEMIN8"
"62606","ENSG00000233247",""
"62607","ENSG00000101958","GLRA2"
"62608","ENSG00000231066","NPM1P9"
"62609","ENSG00000181544","FANCB"
"62610","ENSG00000130150","MOSPD2"
"62611","ENSG00000235929","TPT1P14"
"62612","ENSG00000236929",""
"62613","ENSG00000102048","ASB9"
"62614","ENSG00000165192","ASB11"
"62615","ENSG00000165195","PIGA"
"62616","ENSG00000165197","VEGFD"
"62617","ENSG00000087842","PIR"
"62618","ENSG00000102010","BMX"
"62619","ENSG00000130234","ACE2"
"62620","ENSG00000285602",""
"62621","ENSG00000225833",""
"62622","ENSG00000147003","CLTRN"
"62623","ENSG00000237539",""
"62624","ENSG00000186312","CA5BP1"
"62625","ENSG00000169239","CA5B"
"62626","ENSG00000279413",""
"62627","ENSG00000200620",""
"62628","ENSG00000281371","INE2"
"62629","ENSG00000169249","ZRSR2"
"62630","ENSG00000182287","AP1S2"
"62631","ENSG00000200566","RNU5F-7P"
"62632","ENSG00000226536","SETP15"
"62633","ENSG00000126010","GRPR"
"62634","ENSG00000238178",""
"62635","ENSG00000182798","MAGEB17"
"62636","ENSG00000215313","RPL6P30"
"62637","ENSG00000235071",""
"62638","ENSG00000239333","RN7SL658P"
"62639","ENSG00000047230","CTPS2"
"62640","ENSG00000265144","MIR548AM"
"62641","ENSG00000169906","S100G"
"62642","ENSG00000169895","SYAP1"
"62643","ENSG00000238709","RNU7-56P"
"62644","ENSG00000086712","TXLNG"
"62645","ENSG00000230180","RPL12P49"
"62646","ENSG00000102054","RBBP7"
"62647","ENSG00000222736","RNU4-6P"
"62648","ENSG00000223498",""
"62649","ENSG00000199410",""
"62650","ENSG00000169891","REPS2"
"62651","ENSG00000201467",""
"62652","ENSG00000214322","CBX1P2"
"62653","ENSG00000214321","CBX1P4"
"62654","ENSG00000238764",""
"62655","ENSG00000188158","NHS"
"62656","ENSG00000265465","MIR4768"
"62657","ENSG00000235834",""
"62658","ENSG00000230020","NHS-AS1"
"62659","ENSG00000226153",""
"62660","ENSG00000047634","SCML1"
"62661","ENSG00000227873",""
"62662","ENSG00000131831","RAI2"
"62663","ENSG00000276467",""
"62664","ENSG00000225066",""
"62665","ENSG00000225882","LINC01456"
"62666","ENSG00000177324","BEND2"
"62667","ENSG00000102098","SCML2"
"62668","ENSG00000235211","TMSB10P2"
"62669","ENSG00000207025",""
"62670","ENSG00000008086","CDKL5"
"62671","ENSG00000236187","GJA6P"
"62672","ENSG00000102104","RS1"
"62673","ENSG00000086717","PPEF1"
"62674","ENSG00000237221","PPEF1-AS1"
"62675","ENSG00000196564",""
"62676","ENSG00000224224","HAUS1P2"
"62677","ENSG00000237836","PHKA2-AS1"
"62678","ENSG00000044446","PHKA2"
"62679","ENSG00000266710","RN7SL48P"
"62680","ENSG00000286724",""
"62681","ENSG00000173698","ADGRG2"
"62682","ENSG00000131828","PDHA1"
"62683","ENSG00000180815","MAP3K15"
"62684","ENSG00000202144",""
"62685","ENSG00000275800","EIF5P2"
"62686","ENSG00000147010","SH3KBP1"
"62687","ENSG00000173681","BCLAF3"
"62688","ENSG00000206663",""
"62689","ENSG00000184368","MAP7D2"
"62690","ENSG00000264566","MIR23C"
"62691","ENSG00000173674","EIF1AX"
"62692","ENSG00000201882",""
"62693","ENSG00000201592",""
"62694","ENSG00000225037","EIF1AX-AS1"
"62695","ENSG00000177189","RPS6KA3"
"62696","ENSG00000283631",""
"62697","ENSG00000283400",""
"62698","ENSG00000252978","RN7SKP183"
"62699","ENSG00000283380",""
"62700","ENSG00000283546",""
"62701","ENSG00000206716","RNU6-133P"
"62702","ENSG00000149970","CNKSR2"
"62703","ENSG00000231913","RARRES2P3"
"62704","ENSG00000185915","KLHL34"
"62705","ENSG00000091482","SMPX"
"62706","ENSG00000012174","MBTPS2"
"62707","ENSG00000275681",""
"62708","ENSG00000230797","YY2"
"62709","ENSG00000206639",""
"62710","ENSG00000271286",""
"62711","ENSG00000102172","SMS"
"62712","ENSG00000102174","PHEX"
"62713","ENSG00000224204","PHEX-AS1"
"62714","ENSG00000233067","PTCHD1-AS"
"62715","ENSG00000288546",""
"62716","ENSG00000175809","CBLL2"
"62717","ENSG00000231846",""
"62718","ENSG00000224396","METTL15P3"
"62719","ENSG00000201095","RNU6-266P"
"62720","ENSG00000231011",""
"62721","ENSG00000237019",""
"62722","ENSG00000184735","DDX53"
"62723","ENSG00000174028","FAM3C2"
"62724","ENSG00000228610","PDCL2P1"
"62725","ENSG00000165186","PTCHD1"
"62726","ENSG00000226774",""
"62727","ENSG00000123131","PRDX4"
"62728","ENSG00000123130","ACOT9"
"62729","ENSG00000233785",""
"62730","ENSG00000202272",""
"62731","ENSG00000130066","SAT1"
"62732","ENSG00000184831","APOO"
"62733","ENSG00000238103","RPL9P7"
"62734","ENSG00000165182","CXorf58"
"62735","ENSG00000174010","KLHL15"
"62736","ENSG00000130741","EIF2S3"
"62737","ENSG00000201407",""
"62738","ENSG00000234230","ZFX-AS1"
"62739","ENSG00000005889","ZFX"
"62740","ENSG00000223611","SUPT20HL2"
"62741","ENSG00000223731","SUPT20HL1"
"62742","ENSG00000225071",""
"62743","ENSG00000067992","PDK3"
"62744","ENSG00000214124","SNRPEP9"
"62745","ENSG00000102230","PCYT1B"
"62746","ENSG00000226222","H2BP7"
"62747","ENSG00000236836","PCYT1B-AS1"
"62748","ENSG00000236487",""
"62749","ENSG00000101868","POLA1"
"62750","ENSG00000251869","SCARNA23"
"62751","ENSG00000232472","EEF1B2P3"
"62752","ENSG00000004848","ARX"
"62753","ENSG00000214111",""
"62754","ENSG00000240439","RN7SL91P"
"62755","ENSG00000176812",""
"62756","ENSG00000229310","RPP40P1"
"62757","ENSG00000228519",""
"62758","ENSG00000233403",""
"62759","ENSG00000176774","MAGEB18"
"62760","ENSG00000232446",""
"62761","ENSG00000232030","MAGEB6B"
"62762","ENSG00000227511",""
"62763","ENSG00000176746","MAGEB6"
"62764","ENSG00000232644",""
"62765","ENSG00000188408","MAGEB5"
"62766","ENSG00000237171",""
"62767","ENSG00000228464",""
"62768","ENSG00000231388",""
"62769","ENSG00000259849","VENTXP1"
"62770","ENSG00000236160",""
"62771","ENSG00000216938","RPL7P58"
"62772","ENSG00000236683","HMGA1P1"
"62773","ENSG00000252491","RNU1-142P"
"62774","ENSG00000242021",""
"62775","ENSG00000228933",""
"62776","ENSG00000233807",""
"62777","ENSG00000252486",""
"62778","ENSG00000235642","PTP4A1P5"
"62779","ENSG00000224960","PPP4R3C"
"62780","ENSG00000223391",""
"62781","ENSG00000238247",""
"62782","ENSG00000189186","DCAF8L2"
"62783","ENSG00000177689","MAGEB10"
"62784","ENSG00000229731",""
"62785","ENSG00000226199",""
"62786","ENSG00000232834",""
"62787","ENSG00000228345",""
"62788","ENSG00000233243",""
"62789","ENSG00000224589",""
"62790","ENSG00000226372","DCAF8L1"
"62791","ENSG00000277569","MIR6134"
"62792","ENSG00000223742",""
"62793","ENSG00000169306","IL1RAPL1"
"62794","ENSG00000226436","H3P43"
"62795","ENSG00000201666",""
"62796","ENSG00000237994",""
"62797","ENSG00000201356","RNA5SP500"
"62798","ENSG00000227393",""
"62799","ENSG00000264090","MIR4666B"
"62800","ENSG00000227592","PIGFP3"
"62801","ENSG00000270794",""
"62802","ENSG00000099399","MAGEB2"
"62803","ENSG00000198798","MAGEB3"
"62804","ENSG00000120289","MAGEB4"
"62805","ENSG00000214107","MAGEB1"
"62806","ENSG00000276940","PLCE1P1"
"62807","ENSG00000169297","NR0B1"
"62808","ENSG00000120280","CXorf21"
"62809","ENSG00000178556","CKS1BP6"
"62810","ENSG00000232368","FTLP2"
"62811","ENSG00000198814","GK"
"62812","ENSG00000229331","GK-IT1"
"62813","ENSG00000241886",""
"62814","ENSG00000243055","GK-AS1"
"62815","ENSG00000277876",""
"62816","ENSG00000157625","TAB3"
"62817","ENSG00000231542","TAB3-AS1"
"62818","ENSG00000235512","TAB3-AS2"
"62819","ENSG00000132446","FTHL17"
"62820","ENSG00000198947","DMD"
"62821","ENSG00000252903","RNU6-894P"
"62822","ENSG00000285900",""
"62823","ENSG00000222922","RNA5SP501"
"62824","ENSG00000236285","NPM1P8"
"62825","ENSG00000263600","MIR3915"
"62826","ENSG00000221348","MIR548F5"
"62827","ENSG00000236828","DMD-AS3"
"62828","ENSG00000226781","TBCAP1"
"62829","ENSG00000215310",""
"62830","ENSG00000287700",""
"62831","ENSG00000233928",""
"62832","ENSG00000185448","FAM47A"
"62833","ENSG00000185638","FTH1P14"
"62834","ENSG00000233571",""
"62835","ENSG00000236072",""
"62836","ENSG00000271136",""
"62837","ENSG00000147027","TMEM47"
"62838","ENSG00000225384",""
"62839","ENSG00000273704",""
"62840","ENSG00000189132","FAM47B"
"62841","ENSG00000229347",""
"62842","ENSG00000252411","RNU6-1087P"
"62843","ENSG00000230227","SIAH1P1"
"62844","ENSG00000233663",""
"62845","ENSG00000271088",""
"62846","ENSG00000233880",""
"62847","ENSG00000189023","MAGEB16"
"62848","ENSG00000271519",""
"62849","ENSG00000165164","CFAP47"
"62850","ENSG00000206733","RNU6-641P"
"62851","ENSG00000229384","HMGB1P16"
"62852","ENSG00000226484",""
"62853","ENSG00000233921","RPS15AP40"
"62854","ENSG00000286475",""
"62855","ENSG00000249467","H2AL1QP"
"62856","ENSG00000275314",""
"62857","ENSG00000235510",""
"62858","ENSG00000223723",""
"62859","ENSG00000231069",""
"62860","ENSG00000198173","FAM47C"
"62861","ENSG00000243048","FTHL18"
"62862","ENSG00000214071",""
"62863","ENSG00000233810","MOB1AP2"
"62864","ENSG00000130962","PRRG1"
"62865","ENSG00000250349",""
"62866","ENSG00000241607",""
"62867","ENSG00000219186","FTH1P19"
"62868","ENSG00000234355","FTH1P27"
"62869","ENSG00000174678","FAM47DP"
"62870","ENSG00000147036","LANCL3"
"62871","ENSG00000047597","XK"
"62872","ENSG00000285944","H2AL1SP"
"62873","ENSG00000165168","CYBB"
"62874","ENSG00000165169","DYNLT3"
"62875","ENSG00000206983","RNU6-49P"
"62876","ENSG00000259977",""
"62877","ENSG00000224339","SC4MOP"
"62878","ENSG00000187516","H2AP"
"62879","ENSG00000229674","H2AL1RP"
"62880","ENSG00000147041","SYTL5"
"62881","ENSG00000221466","MIR548AJ2"
"62882","ENSG00000101955","SRPX"
"62883","ENSG00000226679",""
"62884","ENSG00000156313","RPGR"
"62885","ENSG00000252050",""
"62886","ENSG00000036473","OTC"
"62887","ENSG00000227988","TDGF1P1"
"62888","ENSG00000232370",""
"62889","ENSG00000229735","FTLP16"
"62890","ENSG00000233007","UBTFL11"
"62891","ENSG00000156298","TSPAN7"
"62892","ENSG00000238606","RNU7-7P"
